date,time,demand
17-Mar-05_duplicated_0,16:45_duplicated_15,27
17-Mar-05_duplicated_0,17:00_duplicated_15,31
17-Mar-05_duplicated_1,17:15_duplicated_15,32
17-Mar-05_duplicated_1,17:30_duplicated_15,41
17-Mar-05,17:45_duplicated_15,53
17-Mar-05,18:00_duplicated_15,63
17-Mar-05,18:15_duplicated_15,78
17-Mar-05,18:30_duplicated_15,93
17-Mar-05,18:45_duplicated_15,83
17-Mar-05,19:00_duplicated_15,81
17-Mar-05,19:15_duplicated_15,73
17-Mar-05,19:30_duplicated_15,64
17-Mar-05,19:45_duplicated_15,48
17-Mar-05,20:00_duplicated_15,55
17-Mar-05,20:15_duplicated_15,40
17-Mar-05,20:30_duplicated_15,22
17-Mar-05,20:45_duplicated_15,29
17-Mar-05_duplicated_3,21:00_duplicated_15,30
17-Mar-05,21:15_duplicated_15,24
17-Mar-05_duplicated_2,21:30_duplicated_15,13
17-Mar-05_duplicated_2,21:45_duplicated_15,13
17-Mar-05_duplicated_3,22:00_duplicated_15,12
18-Mar-05,6:30_duplicated_16,3
18-Mar-05,6:45_duplicated_16,1
18-Mar-05,7:00_duplicated_16,5
18-Mar-05,7:15_duplicated_16,7
18-Mar-05,7:30_duplicated_16,13
18-Mar-05,7:45_duplicated_16,11
18-Mar-05,8:00_duplicated_16,14
18-Mar-05,8:15_duplicated_16,19
18-Mar-05,8:30_duplicated_16,16
18-Mar-05,8:45_duplicated_16,14
18-Mar-05_duplicated_0,9:00_duplicated_16,13
18-Mar-05_duplicated_0,9:15_duplicated_16,19
18-Mar-05_duplicated_0,9:30_duplicated_16,28
18-Mar-05,9:45_duplicated_16,17
18-Mar-05,10:00_duplicated_16,20
18-Mar-05,10:15_duplicated_16,27
18-Mar-05,10:30_duplicated_16,25
18-Mar-05,10:45_duplicated_16,36
18-Mar-05,11:00_duplicated_16,31
18-Mar-05,11:15_duplicated_16,43
18-Mar-05,11:30_duplicated_16,35
18-Mar-05,11:45_duplicated_16,33
18-Mar-05,12:00_duplicated_16,37
18-Mar-05,12:15_duplicated_16,32
18-Mar-05,12:30_duplicated_16,46
18-Mar-05,12:45_duplicated_16,34
18-Mar-05,13:00_duplicated_16,44
18-Mar-05,13:15_duplicated_16,57
18-Mar-05,13:30_duplicated_16,47
18-Mar-05,13:45_duplicated_16,60
18-Mar-05,14:00_duplicated_16,38
18-Mar-05,14:15_duplicated_16,35
18-Mar-05_duplicated_0,14:30_duplicated_16,42
18-Mar-05,14:45_duplicated_16,39
18-Mar-05,15:00_duplicated_16,33
18-Mar-05_duplicated_0,15:15_duplicated_16,39
18-Mar-05_duplicated_0,15:30_duplicated_16,29
18-Mar-05,15:45_duplicated_16,44
18-Mar-05_duplicated_0,16:00_duplicated_16,40
18-Mar-05,16:15_duplicated_16,40
18-Mar-05_duplicated_0,16:30_duplicated_16,41
18-Mar-05,16:45_duplicated_16,47
18-Mar-05_duplicated_0,17:00_duplicated_16,48
18-Mar-05,17:15_duplicated_16,71
18-Mar-05,17:30_duplicated_16,63
18-Mar-05,17:45_duplicated_16,67
18-Mar-05,18:00_duplicated_16,56
18-Mar-05,18:15_duplicated_16,70
18-Mar-05,18:30_duplicated_16,69
18-Mar-05,18:45_duplicated_16,52
18-Mar-05,19:00_duplicated_16,58
18-Mar-05,19:15_duplicated_16,58
18-Mar-05_duplicated_0,19:30_duplicated_16,60
18-Mar-05_duplicated_0,19:45_duplicated_16,48
18-Mar-05_duplicated_0,20:00_duplicated_16,48
18-Mar-05_duplicated_1,20:15_duplicated_16,39
18-Mar-05_duplicated_1,20:30_duplicated_16,29
18-Mar-05_duplicated_0,20:45_duplicated_16,25
18-Mar-05_duplicated_0,21:00_duplicated_16,19
18-Mar-05_duplicated_1,21:15_duplicated_16,22
18-Mar-05,21:30_duplicated_16,15
18-Mar-05,21:45_duplicated_16,9
18-Mar-05,22:00_duplicated_16,9
19-Mar-05,6:30_duplicated_17,0
19-Mar-05,6:45_duplicated_17,0
19-Mar-05_duplicated_0,7:00_duplicated_17,1
19-Mar-05,7:15_duplicated_17,1
19-Mar-05_duplicated_0,7:30_duplicated_17,3
19-Mar-05,7:45_duplicated_17,0
19-Mar-05_duplicated_1,8:00_duplicated_17,0
19-Mar-05_duplicated_2,8:15_duplicated_17,1
19-Mar-05_duplicated_1,8:30_duplicated_17,1
19-Mar-05_duplicated_2,8:45_duplicated_17,5
19-Mar-05,9:00_duplicated_17,3
19-Mar-05_duplicated_0,9:15_duplicated_17,0
19-Mar-05_duplicated_3,9:30_duplicated_17,4
19-Mar-05,9:45_duplicated_17,3
19-Mar-05_duplicated_1,10:00_duplicated_17,10
19-Mar-05,10:15_duplicated_17,3
19-Mar-05_duplicated_2,10:30_duplicated_17,4
19-Mar-05_duplicated_0,10:45_duplicated_17,7
19-Mar-05,11:00_duplicated_17,6
19-Mar-05,11:15_duplicated_17,5
19-Mar-05_duplicated_0,11:30_duplicated_17,3
19-Mar-05_duplicated_3,11:45_duplicated_17,8
19-Mar-05,12:00_duplicated_17,7
19-Mar-05_duplicated_0,12:15_duplicated_17,9
19-Mar-05_duplicated_0,12:30_duplicated_17,12
19-Mar-05,12:45_duplicated_17,8
19-Mar-05_duplicated_0,13:00_duplicated_17,7
19-Mar-05_duplicated_1,13:15_duplicated_17,5
19-Mar-05_duplicated_1,13:30_duplicated_17,8
19-Mar-05_duplicated_1,13:45_duplicated_17,11
19-Mar-05,14:00_duplicated_17,16
19-Mar-05,14:15_duplicated_17,6
19-Mar-05_duplicated_0,14:30_duplicated_17,9
19-Mar-05_duplicated_1,14:45_duplicated_17,5
19-Mar-05_duplicated_2,15:00_duplicated_17,6
19-Mar-05_duplicated_1,15:15_duplicated_17,3
19-Mar-05_duplicated_4,15:30_duplicated_17,4
19-Mar-05_duplicated_1,15:45_duplicated_17,3
19-Mar-05_duplicated_5,16:00_duplicated_17,5
19-Mar-05_duplicated_3,16:15_duplicated_17,8
19-Mar-05_duplicated_2,16:30_duplicated_17,5
19-Mar-05_duplicated_4,16:45_duplicated_17,2
19-Mar-05,17:00_duplicated_17,6
19-Mar-05_duplicated_2,17:15_duplicated_17,6
19-Mar-05_duplicated_3,17:30_duplicated_17,9
19-Mar-05_duplicated_2,17:45_duplicated_17,2
19-Mar-05_duplicated_0,18:00_duplicated_17,2
19-Mar-05_duplicated_1,18:15_duplicated_17,8
19-Mar-05_duplicated_3,18:30_duplicated_17,1
19-Mar-05_duplicated_3,18:45_duplicated_17,1
19-Mar-05_duplicated_4,19:00_duplicated_17,3
19-Mar-05_duplicated_6,19:15_duplicated_17,5
19-Mar-05_duplicated_5,19:30_duplicated_17,3
19-Mar-05_duplicated_7,19:45_duplicated_17,2
19-Mar-05_duplicated_2,20:00_duplicated_17,3
19-Mar-05_duplicated_8,20:15_duplicated_17,1
19-Mar-05_duplicated_5,20:30_duplicated_17,3
19-Mar-05_duplicated_9,20:45_duplicated_17,0
19-Mar-05_duplicated_4,21:00_duplicated_17,2
19-Mar-05_duplicated_3,21:15_duplicated_17,1
19-Mar-05_duplicated_6,21:30_duplicated_17,2
19-Mar-05_duplicated_4,21:45_duplicated_17,1
19-Mar-05_duplicated_7,22:00_duplicated_17,0
20-Mar-05,6:30_duplicated_18,0
20-Mar-05_duplicated_0,6:45_duplicated_18,0
20-Mar-05_duplicated_1,7:00_duplicated_18,0
20-Mar-05_duplicated_2,7:15_duplicated_18,0
20-Mar-05_duplicated_3,7:30_duplicated_18,0
20-Mar-05_duplicated_4,7:45_duplicated_18,0
20-Mar-05_duplicated_5,8:00_duplicated_18,0
20-Mar-05_duplicated_6,8:15_duplicated_18,0
20-Mar-05_duplicated_7,8:30_duplicated_18,0
20-Mar-05_duplicated_8,8:45_duplicated_18,0
20-Mar-05_duplicated_9,9:00_duplicated_18,0
20-Mar-05_duplicated_10,9:15_duplicated_18,0
20-Mar-05_duplicated_11,9:30_duplicated_18,0
20-Mar-05_duplicated_12,9:45_duplicated_18,2
20-Mar-05,10:00_duplicated_18,0
20-Mar-05_duplicated_13,10:15_duplicated_18,1
20-Mar-05,10:30_duplicated_18,0
20-Mar-05_duplicated_14,10:45_duplicated_18,0
20-Mar-05_duplicated_15,11:00_duplicated_18,0
20-Mar-05_duplicated_16,11:15_duplicated_18,0
20-Mar-05_duplicated_17,11:30_duplicated_18,1
20-Mar-05_duplicated_0,11:45_duplicated_18,0
20-Mar-05_duplicated_18,12:00_duplicated_18,0
20-Mar-05_duplicated_19,12:15_duplicated_18,3
20-Mar-05,12:30_duplicated_18,1
20-Mar-05_duplicated_1,12:45_duplicated_18,1
20-Mar-05_duplicated_2,13:00_duplicated_18,1
20-Mar-05_duplicated_3,13:15_duplicated_18,5
20-Mar-05,13:30_duplicated_18,1
20-Mar-05_duplicated_4,13:45_duplicated_18,1
20-Mar-05_duplicated_5,14:00_duplicated_18,2
20-Mar-05_duplicated_0,14:15_duplicated_18,0
20-Mar-05_duplicated_20,14:30_duplicated_18,1
20-Mar-05_duplicated_6,14:45_duplicated_18,0
20-Mar-05_duplicated_21,15:00_duplicated_18,3
20-Mar-05_duplicated_0,15:15_duplicated_18,2
20-Mar-05_duplicated_1,15:30_duplicated_18,1
20-Mar-05_duplicated_7,15:45_duplicated_18,1
20-Mar-05_duplicated_8,16:00_duplicated_18,0
20-Mar-05_duplicated_22,16:15_duplicated_18,1
20-Mar-05_duplicated_9,16:30_duplicated_18,0
20-Mar-05_duplicated_23,16:45_duplicated_18,1
20-Mar-05_duplicated_10,17:00_duplicated_18,2
20-Mar-05_duplicated_2,17:15_duplicated_18,4
20-Mar-05,17:30_duplicated_18,1
20-Mar-05_duplicated_11,17:45_duplicated_18,2
20-Mar-05_duplicated_3,18:00_duplicated_18,2
20-Mar-05_duplicated_4,18:15_duplicated_18,2
20-Mar-05_duplicated_5,18:30_duplicated_18,0
20-Mar-05_duplicated_24,18:45_duplicated_18,0
20-Mar-05_duplicated_25,19:00_duplicated_18,2
20-Mar-05_duplicated_6,19:15_duplicated_18,4
20-Mar-05_duplicated_0,19:30_duplicated_18,1
20-Mar-05_duplicated_12,19:45_duplicated_18,1
20-Mar-05_duplicated_13,20:00_duplicated_18,1
20-Mar-05_duplicated_14,20:15_duplicated_18,1
20-Mar-05_duplicated_15,20:30_duplicated_18,0
20-Mar-05_duplicated_26,20:45_duplicated_18,1
20-Mar-05_duplicated_16,21:00_duplicated_18,1
20-Mar-05_duplicated_17,21:15_duplicated_18,2
20-Mar-05_duplicated_7,21:30_duplicated_18,1
20-Mar-05_duplicated_18,21:45_duplicated_18,0
20-Mar-05_duplicated_27,22:00_duplicated_18,0
21-Mar-05,6:30_duplicated_19,1
21-Mar-05,6:45_duplicated_19,2
21-Mar-05,7:00_duplicated_19,2
21-Mar-05_duplicated_0,7:15_duplicated_19,13
21-Mar-05,7:30_duplicated_19,18
21-Mar-05,7:45_duplicated_19,19
21-Mar-05,8:00_duplicated_19,20
21-Mar-05,8:15_duplicated_19,18
21-Mar-05_duplicated_0,8:30_duplicated_19,22
21-Mar-05,8:45_duplicated_19,17
21-Mar-05,9:00_duplicated_19,10
21-Mar-05,9:15_duplicated_19,21
21-Mar-05,9:30_duplicated_19,16
21-Mar-05,9:45_duplicated_19,37
21-Mar-05,10:00_duplicated_19,27
21-Mar-05,10:15_duplicated_19,25
21-Mar-05,10:30_duplicated_19,32
21-Mar-05,10:45_duplicated_19,37
21-Mar-05_duplicated_0,11:00_duplicated_19,32
21-Mar-05_duplicated_0,11:15_duplicated_19,35
21-Mar-05,11:30_duplicated_19,41
21-Mar-05,11:45_duplicated_19,35
21-Mar-05_duplicated_0,12:00_duplicated_19,41
21-Mar-05_duplicated_0,12:15_duplicated_19,45
21-Mar-05,12:30_duplicated_19,34
21-Mar-05,12:45_duplicated_19,42
21-Mar-05,13:00_duplicated_19,59
21-Mar-05,13:15_duplicated_19,67
21-Mar-05,13:30_duplicated_19,60
21-Mar-05,13:45_duplicated_19,77
21-Mar-05,14:00_duplicated_19,39
21-Mar-05,14:15_duplicated_19,49
21-Mar-05,14:30_duplicated_19,57
21-Mar-05,14:45_duplicated_19,42
21-Mar-05_duplicated_0,15:00_duplicated_19,27
21-Mar-05_duplicated_0,15:15_duplicated_19,43
21-Mar-05,15:30_duplicated_19,30
21-Mar-05,15:45_duplicated_19,36
21-Mar-05,16:00_duplicated_19,32
21-Mar-05_duplicated_1,16:15_duplicated_19,21
21-Mar-05_duplicated_0,16:30_duplicated_19,39
21-Mar-05_duplicated_0,16:45_duplicated_19,35
21-Mar-05_duplicated_1,17:00_duplicated_19,44
21-Mar-05,17:15_duplicated_19,51
21-Mar-05,17:30_duplicated_19,3
21-Mar-05,17:45_duplicated_19,0
21-Mar-05_duplicated_0,18:00_duplicated_19,0
21-Mar-05_duplicated_1,18:15_duplicated_19,0
21-Mar-05_duplicated_2,18:30_duplicated_19,65
21-Mar-05,18:45_duplicated_19,108
21-Mar-05,19:00_duplicated_19,101
21-Mar-05,19:15_duplicated_19,105
21-Mar-05,19:30_duplicated_19,74
21-Mar-05,19:45_duplicated_19,55
21-Mar-05,20:00_duplicated_19,53
21-Mar-05,20:15_duplicated_19,47
21-Mar-05,20:30_duplicated_19,45
21-Mar-05_duplicated_0,20:45_duplicated_19,36
21-Mar-05_duplicated_0,21:00_duplicated_19,35
21-Mar-05_duplicated_2,21:15_duplicated_19,23
21-Mar-05,21:30_duplicated_19,12
21-Mar-05,21:45_duplicated_19,6
21-Mar-05,22:00_duplicated_19,2
22-Mar-05,6:30_duplicated_20,
22-Mar-05,6:45_duplicated_20,
22-Mar-05_duplicated_0,7:00_duplicated_20,
22-Mar-05_duplicated_1,7:15_duplicated_20,
22-Mar-05_duplicated_2,7:30_duplicated_20,
22-Mar-05_duplicated_3,7:45_duplicated_20,
22-Mar-05_duplicated_4,8:00_duplicated_20,
22-Mar-05_duplicated_5,8:15_duplicated_20,
22-Mar-05_duplicated_6,8:30_duplicated_20,
22-Mar-05_duplicated_7,8:45_duplicated_20,
22-Mar-05_duplicated_8,9:00_duplicated_20,
22-Mar-05_duplicated_9,9:15_duplicated_20,
22-Mar-05_duplicated_10,9:30_duplicated_20,
22-Mar-05_duplicated_11,9:45_duplicated_20,
22-Mar-05_duplicated_12,10:00_duplicated_20,
22-Mar-05_duplicated_13,10:15_duplicated_20,
22-Mar-05_duplicated_14,10:30_duplicated_20,
22-Mar-05_duplicated_15,10:45_duplicated_20,
22-Mar-05_duplicated_16,11:00_duplicated_20,
22-Mar-05_duplicated_17,11:15_duplicated_20,
22-Mar-05_duplicated_18,11:30_duplicated_20,
22-Mar-05_duplicated_19,11:45_duplicated_20,
22-Mar-05_duplicated_20,12:00_duplicated_20,
22-Mar-05_duplicated_21,12:15_duplicated_20,
22-Mar-05_duplicated_22,12:30_duplicated_20,
22-Mar-05_duplicated_23,12:45_duplicated_20,
22-Mar-05_duplicated_24,13:00_duplicated_20,
22-Mar-05_duplicated_25,13:15_duplicated_20,
22-Mar-05_duplicated_26,13:30_duplicated_20,
22-Mar-05_duplicated_27,13:45_duplicated_20,
22-Mar-05_duplicated_28,14:00_duplicated_20,
22-Mar-05_duplicated_29,14:15_duplicated_20,
22-Mar-05_duplicated_30,14:30_duplicated_20,
22-Mar-05_duplicated_31,14:45_duplicated_20,
22-Mar-05_duplicated_32,15:00_duplicated_20,
22-Mar-05_duplicated_33,15:15_duplicated_20,
22-Mar-05_duplicated_34,15:30_duplicated_20,
22-Mar-05_duplicated_35,15:45_duplicated_20,
22-Mar-05_duplicated_36,16:00_duplicated_20,
22-Mar-05_duplicated_37,16:15_duplicated_20,
22-Mar-05_duplicated_38,16:30_duplicated_20,
22-Mar-05_duplicated_39,16:45_duplicated_20,
22-Mar-05_duplicated_40,17:00_duplicated_20,
22-Mar-05_duplicated_41,17:15_duplicated_20,
22-Mar-05_duplicated_42,17:30_duplicated_20,
22-Mar-05_duplicated_43,17:45_duplicated_20,
22-Mar-05_duplicated_44,18:00_duplicated_20,
22-Mar-05_duplicated_45,18:15_duplicated_20,
22-Mar-05_duplicated_46,18:30_duplicated_20,
22-Mar-05_duplicated_47,18:45_duplicated_20,
22-Mar-05_duplicated_48,19:00_duplicated_20,
22-Mar-05_duplicated_49,19:15_duplicated_20,
22-Mar-05_duplicated_50,19:30_duplicated_20,
22-Mar-05_duplicated_51,19:45_duplicated_20,
22-Mar-05_duplicated_52,20:00_duplicated_20,
22-Mar-05_duplicated_53,20:15_duplicated_20,
22-Mar-05_duplicated_54,20:30_duplicated_20,
22-Mar-05_duplicated_55,20:45_duplicated_20,
22-Mar-05_duplicated_56,21:00_duplicated_20,
22-Mar-05_duplicated_57,21:15_duplicated_20,
22-Mar-05_duplicated_58,21:30_duplicated_20,
22-Mar-05_duplicated_59,21:45_duplicated_20,
22-Mar-05_duplicated_60,22:00_duplicated_20,
23-Mar-05,6:30_duplicated_21,
23-Mar-05_duplicated_0,6:45_duplicated_21,
23-Mar-05_duplicated_1,7:00_duplicated_21,
23-Mar-05_duplicated_2,7:15_duplicated_21,
23-Mar-05_duplicated_3,7:30_duplicated_21,
23-Mar-05_duplicated_4,7:45_duplicated_21,
23-Mar-05_duplicated_5,8:00_duplicated_21,
23-Mar-05_duplicated_6,8:15_duplicated_21,
23-Mar-05_duplicated_7,8:30_duplicated_21,
23-Mar-05_duplicated_8,8:45_duplicated_21,
23-Mar-05_duplicated_9,9:00_duplicated_21,
23-Mar-05_duplicated_10,9:15_duplicated_21,
23-Mar-05_duplicated_11,9:30_duplicated_21,
23-Mar-05_duplicated_12,9:45_duplicated_21,
23-Mar-05_duplicated_13,10:00_duplicated_21,
23-Mar-05_duplicated_14,10:15_duplicated_21,
23-Mar-05_duplicated_15,10:30_duplicated_21,
23-Mar-05_duplicated_16,10:45_duplicated_21,
23-Mar-05_duplicated_17,11:00_duplicated_21,
23-Mar-05_duplicated_18,11:15_duplicated_21,
23-Mar-05_duplicated_19,11:30_duplicated_21,
23-Mar-05_duplicated_20,11:45_duplicated_21,
23-Mar-05_duplicated_21,12:00_duplicated_21,
23-Mar-05_duplicated_22,12:15_duplicated_21,
23-Mar-05_duplicated_23,12:30_duplicated_21,
23-Mar-05_duplicated_24,12:45_duplicated_21,
23-Mar-05_duplicated_25,13:00_duplicated_21,
23-Mar-05_duplicated_26,13:15_duplicated_21,
23-Mar-05_duplicated_27,13:30_duplicated_21,
23-Mar-05_duplicated_28,13:45_duplicated_21,
23-Mar-05_duplicated_29,14:00_duplicated_21,
23-Mar-05_duplicated_30,14:15_duplicated_21,
23-Mar-05_duplicated_31,14:30_duplicated_21,
23-Mar-05_duplicated_32,14:45_duplicated_21,
23-Mar-05_duplicated_33,15:00_duplicated_21,
23-Mar-05_duplicated_34,15:15_duplicated_21,
23-Mar-05_duplicated_35,15:30_duplicated_21,
23-Mar-05_duplicated_36,15:45_duplicated_21,
23-Mar-05_duplicated_37,16:00_duplicated_21,
23-Mar-05_duplicated_38,16:15_duplicated_21,
23-Mar-05_duplicated_39,16:30_duplicated_21,
23-Mar-05_duplicated_40,16:45_duplicated_21,
23-Mar-05_duplicated_41,17:00_duplicated_21,
23-Mar-05_duplicated_42,17:15_duplicated_21,
23-Mar-05_duplicated_43,17:30_duplicated_21,
23-Mar-05_duplicated_44,17:45_duplicated_21,
23-Mar-05_duplicated_45,18:00_duplicated_21,
23-Mar-05_duplicated_46,18:15_duplicated_21,
23-Mar-05_duplicated_47,18:30_duplicated_21,
23-Mar-05_duplicated_48,18:45_duplicated_21,
23-Mar-05_duplicated_49,19:00_duplicated_21,
23-Mar-05_duplicated_50,19:15_duplicated_21,
23-Mar-05_duplicated_51,19:30_duplicated_21,
23-Mar-05_duplicated_52,19:45_duplicated_21,
23-Mar-05_duplicated_53,20:00_duplicated_21,
23-Mar-05_duplicated_54,20:15_duplicated_21,
23-Mar-05_duplicated_55,20:30_duplicated_21,
23-Mar-05_duplicated_56,20:45_duplicated_21,
23-Mar-05_duplicated_57,21:00_duplicated_21,
23-Mar-05_duplicated_58,21:15_duplicated_21,
23-Mar-05_duplicated_59,21:30_duplicated_21,
23-Mar-05_duplicated_60,21:45_duplicated_21,
23-Mar-05_duplicated_61,22:00_duplicated_21,
24-Mar-05,6:30_duplicated_22,
24-Mar-05_duplicated_0,6:45_duplicated_22,
24-Mar-05_duplicated_1,7:00_duplicated_22,
24-Mar-05_duplicated_2,7:15_duplicated_22,
24-Mar-05_duplicated_3,7:30_duplicated_22,
24-Mar-05_duplicated_4,7:45_duplicated_22,
24-Mar-05_duplicated_5,8:00_duplicated_22,
24-Mar-05_duplicated_6,8:15_duplicated_22,
24-Mar-05_duplicated_7,8:30_duplicated_22,
24-Mar-05_duplicated_8,8:45_duplicated_22,
24-Mar-05_duplicated_9,9:00_duplicated_22,
24-Mar-05_duplicated_10,9:15_duplicated_22,
24-Mar-05_duplicated_11,9:30_duplicated_22,
24-Mar-05_duplicated_12,9:45_duplicated_22,
24-Mar-05_duplicated_13,10:00_duplicated_22,
24-Mar-05_duplicated_14,10:15_duplicated_22,
24-Mar-05_duplicated_15,10:30_duplicated_22,
24-Mar-05_duplicated_16,10:45_duplicated_22,
24-Mar-05_duplicated_17,11:00_duplicated_22,
24-Mar-05_duplicated_18,11:15_duplicated_22,
24-Mar-05_duplicated_19,11:30_duplicated_22,
24-Mar-05_duplicated_20,11:45_duplicated_22,
24-Mar-05_duplicated_21,12:00_duplicated_22,
24-Mar-05_duplicated_22,12:15_duplicated_22,
24-Mar-05_duplicated_23,12:30_duplicated_22,
24-Mar-05_duplicated_24,12:45_duplicated_22,
24-Mar-05_duplicated_25,13:00_duplicated_22,
24-Mar-05_duplicated_26,13:15_duplicated_22,
24-Mar-05_duplicated_27,13:30_duplicated_22,
24-Mar-05_duplicated_28,13:45_duplicated_22,
24-Mar-05_duplicated_29,14:00_duplicated_22,
24-Mar-05_duplicated_30,14:15_duplicated_22,
24-Mar-05_duplicated_31,14:30_duplicated_22,
24-Mar-05_duplicated_32,14:45_duplicated_22,
24-Mar-05_duplicated_33,15:00_duplicated_22,
24-Mar-05_duplicated_34,15:15_duplicated_22,
24-Mar-05_duplicated_35,15:30_duplicated_22,
24-Mar-05_duplicated_36,15:45_duplicated_22,
24-Mar-05_duplicated_37,16:00_duplicated_22,
24-Mar-05_duplicated_38,16:15_duplicated_22,
24-Mar-05_duplicated_39,16:30_duplicated_22,
24-Mar-05_duplicated_40,16:45_duplicated_22,
24-Mar-05_duplicated_41,17:00_duplicated_22,
24-Mar-05_duplicated_42,17:15_duplicated_22,
24-Mar-05_duplicated_43,17:30_duplicated_22,
24-Mar-05_duplicated_44,17:45_duplicated_22,
24-Mar-05_duplicated_45,18:00_duplicated_22,
24-Mar-05_duplicated_46,18:15_duplicated_22,
24-Mar-05_duplicated_47,18:30_duplicated_22,
24-Mar-05_duplicated_48,18:45_duplicated_22,
24-Mar-05_duplicated_49,19:00_duplicated_22,
24-Mar-05_duplicated_50,19:15_duplicated_22,
24-Mar-05_duplicated_51,19:30_duplicated_22,
24-Mar-05_duplicated_52,19:45_duplicated_22,
24-Mar-05_duplicated_53,20:00_duplicated_22,
24-Mar-05_duplicated_54,20:15_duplicated_22,
24-Mar-05_duplicated_55,20:30_duplicated_22,
24-Mar-05_duplicated_56,20:45_duplicated_22,
24-Mar-05_duplicated_57,21:00_duplicated_22,
24-Mar-05_duplicated_58,21:15_duplicated_22,
24-Mar-05_duplicated_59,21:30_duplicated_22,
24-Mar-05_duplicated_60,21:45_duplicated_22,
24-Mar-05_duplicated_61,22:00_duplicated_22
