,World Development Indicators,,,
http://data.worldbank.org/indicator/NY.GDP.MKTP.CD,,,,
Last Updated Date,7/8/16,,,
,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015
Aruba,ABW,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Andorra,AND,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Afghanistan,AFG,GDP at market prices (current US$),NY.GDP.MKTP.CD,19199437989
Angola,AGO,GDP at market prices (current US$),NY.GDP.MKTP.CD,102643000000
Albania,ALB,GDP at market prices (current US$),NY.GDP.MKTP.CD,11455595709
Arab World,ARB,GDP at market prices (current US$),NY.GDP.MKTP.CD,2530100000000
United Arab Emirates,ARE,GDP at market prices (current US$),NY.GDP.MKTP.CD,370293000000
Argentina,ARG,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Armenia,ARM,GDP at market prices (current US$),NY.GDP.MKTP.CD,10561401185
American Samoa,ASM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Antigua and Barbuda,ATG,GDP at market prices (current US$),NY.GDP.MKTP.CD,1297285370
Australia,AUS,GDP at market prices (current US$),NY.GDP.MKTP.CD,1339540000000
Austria,AUT,GDP at market prices (current US$),NY.GDP.MKTP.CD,374056000000
Azerbaijan,AZE,GDP at market prices (current US$),NY.GDP.MKTP.CD,53047140347
Burundi,BDI,GDP at market prices (current US$),NY.GDP.MKTP.CD,3085184837
Belgium,BEL,GDP at market prices (current US$),NY.GDP.MKTP.CD,454039000000
Benin,BEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,8476125181
Burkina Faso,BFA,GDP at market prices (current US$),NY.GDP.MKTP.CD,11099473097
Bangladesh,BGD,GDP at market prices (current US$),NY.GDP.MKTP.CD,195079000000
Bulgaria,BGR,GDP at market prices (current US$),NY.GDP.MKTP.CD,48952959080
Bahrain,BHR,GDP at market prices (current US$),NY.GDP.MKTP.CD,32221489362
"Bahamas, The",BHS,GDP at market prices (current US$),NY.GDP.MKTP.CD,8884441432
Bosnia and Herzegovina,BIH,GDP at market prices (current US$),NY.GDP.MKTP.CD,15995392118
Belarus,BLR,GDP at market prices (current US$),NY.GDP.MKTP.CD,54608962635
Belize,BLZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,1763000000
Bermuda,BMU,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Bolivia,BOL,GDP at market prices (current US$),NY.GDP.MKTP.CD,33196819572
Brazil,BRA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1774720000000
Barbados,BRB,GDP at market prices (current US$),NY.GDP.MKTP.CD,4451000000
Brunei Darussalam,BRN,GDP at market prices (current US$),NY.GDP.MKTP.CD,15492035784
Bhutan,BTN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1962221696
Botswana,BWA,GDP at market prices (current US$),NY.GDP.MKTP.CD,14390863395
Central African Republic,CAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,1503299944
Canada,CAN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1550540000000
Central Europe and the Baltics,CEB,GDP at market prices (current US$),NY.GDP.MKTP.CD,1273220000000
Switzerland,CHE,GDP at market prices (current US$),NY.GDP.MKTP.CD,664738000000
Channel Islands,CHI,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Chile,CHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,240216000000
China,CHN,GDP at market prices (current US$),NY.GDP.MKTP.CD,10866400000000
Cote d'Ivoire,CIV,GDP at market prices (current US$),NY.GDP.MKTP.CD,31752543539
Cameroon,CMR,GDP at market prices (current US$),NY.GDP.MKTP.CD,29198372811
"Congo, Rep.",COG,GDP at market prices (current US$),NY.GDP.MKTP.CD,8553154506
Colombia,COL,GDP at market prices (current US$),NY.GDP.MKTP.CD,292080000000
Comoros,COM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Cabo Verde,CPV,GDP at market prices (current US$),NY.GDP.MKTP.CD,1629759975
Costa Rica,CRI,GDP at market prices (current US$),NY.GDP.MKTP.CD,51106697024
Caribbean small states,CSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,70876623388
Cuba,CUB,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Curacao,CUW,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Cayman Islands,CYM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Cyprus,CYP,GDP at market prices (current US$),NY.GDP.MKTP.CD,19319729400
Czech Republic,CZE,GDP at market prices (current US$),NY.GDP.MKTP.CD,181811000000
Germany,DEU,GDP at market prices (current US$),NY.GDP.MKTP.CD,3355770000000
Djibouti,DJI,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Dominica,DMA,GDP at market prices (current US$),NY.GDP.MKTP.CD,537777777.8
Denmark,DNK,GDP at market prices (current US$),NY.GDP.MKTP.CD,295164000000
Dominican Republic,DOM,GDP at market prices (current US$),NY.GDP.MKTP.CD,67103263863
Algeria,DZA,GDP at market prices (current US$),NY.GDP.MKTP.CD,166839000000
East Asia & Pacific (excluding high income),EAP,GDP at market prices (current US$),NY.GDP.MKTP.CD,13067400000000
Early-demographic dividend,EAR,GDP at market prices (current US$),NY.GDP.MKTP.CD,9844620000000
East Asia & Pacific,EAS,GDP at market prices (current US$),NY.GDP.MKTP.CD,21281200000000
Europe & Central Asia (excluding high income),ECA,GDP at market prices (current US$),NY.GDP.MKTP.CD,2887770000000
Europe & Central Asia,ECS,GDP at market prices (current US$),NY.GDP.MKTP.CD,19985600000000
Ecuador,ECU,GDP at market prices (current US$),NY.GDP.MKTP.CD,100872000000
"Egypt, Arab Rep.",EGY,GDP at market prices (current US$),NY.GDP.MKTP.CD,330779000000
Euro area,EMU,GDP at market prices (current US$),NY.GDP.MKTP.CD,11539700000000
Eritrea,ERI,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Spain,ESP,GDP at market prices (current US$),NY.GDP.MKTP.CD,1199060000000
Estonia,EST,GDP at market prices (current US$),NY.GDP.MKTP.CD,22691482755
Ethiopia,ETH,GDP at market prices (current US$),NY.GDP.MKTP.CD,61537143095
European Union,EUU,GDP at market prices (current US$),NY.GDP.MKTP.CD,16229500000000
Fragile and conflict affected situations,FCS,GDP at market prices (current US$),NY.GDP.MKTP.CD,699441000000
Finland,FIN,GDP at market prices (current US$),NY.GDP.MKTP.CD,229810000000
Fiji,FJI,GDP at market prices (current US$),NY.GDP.MKTP.CD,4386008745
France,FRA,GDP at market prices (current US$),NY.GDP.MKTP.CD,2421680000000
Faroe Islands,FRO,GDP at market prices (current US$),NY.GDP.MKTP.CD,
"Micronesia, Fed. Sts.",FSM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Gabon,GAB,GDP at market prices (current US$),NY.GDP.MKTP.CD,14339723935
United Kingdom,GBR,GDP at market prices (current US$),NY.GDP.MKTP.CD,2848760000000
Georgia,GEO,GDP at market prices (current US$),NY.GDP.MKTP.CD,13965385802
Ghana,GHA,GDP at market prices (current US$),NY.GDP.MKTP.CD,37864368220
Gibraltar,GIB,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Guinea,GIN,GDP at market prices (current US$),NY.GDP.MKTP.CD,6699203543
"Gambia, The",GMB,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Guinea-Bissau,GNB,GDP at market prices (current US$),NY.GDP.MKTP.CD,1056851008
Equatorial Guinea,GNQ,GDP at market prices (current US$),NY.GDP.MKTP.CD,9397792253
Greece,GRC,GDP at market prices (current US$),NY.GDP.MKTP.CD,195212000000
Grenada,GRD,GDP at market prices (current US$),NY.GDP.MKTP.CD,978148148.1
Greenland,GRL,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Guatemala,GTM,GDP at market prices (current US$),NY.GDP.MKTP.CD,63794348775
Guam,GUM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Guyana,GUY,GDP at market prices (current US$),NY.GDP.MKTP.CD,3166029056
High income,HIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,46985200000000
"Hong Kong SAR, China",HKG,GDP at market prices (current US$),NY.GDP.MKTP.CD,309929000000
Honduras,HND,GDP at market prices (current US$),NY.GDP.MKTP.CD,20152043003
Heavily indebted poor countries (HIPC),HPC,GDP at market prices (current US$),NY.GDP.MKTP.CD,617584000000
Croatia,HRV,GDP at market prices (current US$),NY.GDP.MKTP.CD,48732003674
Haiti,HTI,GDP at market prices (current US$),NY.GDP.MKTP.CD,8877465911
Hungary,HUN,GDP at market prices (current US$),NY.GDP.MKTP.CD,120687000000
IBRD only,IBD,GDP at market prices (current US$),NY.GDP.MKTP.CD,24991100000000
IDA & IBRD total,IBT,GDP at market prices (current US$),NY.GDP.MKTP.CD,27212300000000
IDA total,IDA,GDP at market prices (current US$),NY.GDP.MKTP.CD,2220990000000
IDA blend,IDB,GDP at market prices (current US$),NY.GDP.MKTP.CD,1219730000000
Indonesia,IDN,GDP at market prices (current US$),NY.GDP.MKTP.CD,861934000000
IDA only,IDX,GDP at market prices (current US$),NY.GDP.MKTP.CD,991556000000
Isle of Man,IMN,GDP at market prices (current US$),NY.GDP.MKTP.CD,
India,IND,GDP at market prices (current US$),NY.GDP.MKTP.CD,2073540000000
Not classified,INX,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Ireland,IRL,GDP at market prices (current US$),NY.GDP.MKTP.CD,238020000000
"Iran, Islamic Rep.",IRN,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Iraq,IRQ,GDP at market prices (current US$),NY.GDP.MKTP.CD,168607000000
Iceland,ISL,GDP at market prices (current US$),NY.GDP.MKTP.CD,16598494831
Israel,ISR,GDP at market prices (current US$),NY.GDP.MKTP.CD,296075000000
Italy,ITA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1814760000000
Jamaica,JAM,GDP at market prices (current US$),NY.GDP.MKTP.CD,14005654599
Jordan,JOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,37517410299
Japan,JPN,GDP at market prices (current US$),NY.GDP.MKTP.CD,4123260000000
Kazakhstan,KAZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,184361000000
Kenya,KEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,63398041540
Kyrgyz Republic,KGZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,6571853849
Cambodia,KHM,GDP at market prices (current US$),NY.GDP.MKTP.CD,18049954289
Kiribati,KIR,GDP at market prices (current US$),NY.GDP.MKTP.CD,145237022
St. Kitts and Nevis,KNA,GDP at market prices (current US$),NY.GDP.MKTP.CD,921888851.9
"Korea, Rep.",KOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,1377870000000
Kosovo,KSV,GDP at market prices (current US$),NY.GDP.MKTP.CD,6385937673
Kuwait,KWT,GDP at market prices (current US$),NY.GDP.MKTP.CD,112812000000
Latin America & Caribbean (excluding high income),LAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,4260810000000
Lao PDR,LAO,GDP at market prices (current US$),NY.GDP.MKTP.CD,12327488341
Lebanon,LBN,GDP at market prices (current US$),NY.GDP.MKTP.CD,47102873632
Liberia,LBR,GDP at market prices (current US$),NY.GDP.MKTP.CD,2053000000
Libya,LBY,GDP at market prices (current US$),NY.GDP.MKTP.CD,29152707345
St. Lucia,LCA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1436390326
Latin America & Caribbean,LCN,GDP at market prices (current US$),NY.GDP.MKTP.CD,5148020000000
Least developed countries: UN classification,LDC,GDP at market prices (current US$),NY.GDP.MKTP.CD,911204000000
Low income,LIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,392904000000
Liechtenstein,LIE,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Sri Lanka,LKA,GDP at market prices (current US$),NY.GDP.MKTP.CD,82316172384
Lower middle income,LMC,GDP at market prices (current US$),NY.GDP.MKTP.CD,5820360000000
Low & middle income,LMY,GDP at market prices (current US$),NY.GDP.MKTP.CD,25960700000000
Lesotho,LSO,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Late-demographic dividend,LTE,GDP at market prices (current US$),NY.GDP.MKTP.CD,18139800000000
Lithuania,LTU,GDP at market prices (current US$),NY.GDP.MKTP.CD,41243983587
Luxembourg,LUX,GDP at market prices (current US$),NY.GDP.MKTP.CD,57793612066
Latvia,LVA,GDP at market prices (current US$),NY.GDP.MKTP.CD,27035266718
"Macao SAR, China",MAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,46177532874
St. Martin (French part),MAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Morocco,MAR,GDP at market prices (current US$),NY.GDP.MKTP.CD,100360000000
Monaco,MCO,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Moldova,MDA,GDP at market prices (current US$),NY.GDP.MKTP.CD,6551161404
Madagascar,MDG,GDP at market prices (current US$),NY.GDP.MKTP.CD,9980522718
Maldives,MDV,GDP at market prices (current US$),NY.GDP.MKTP.CD,3142812004
Middle East & North Africa,MEA,GDP at market prices (current US$),NY.GDP.MKTP.CD,3113600000000
Mexico,MEX,GDP at market prices (current US$),NY.GDP.MKTP.CD,1144330000000
Marshall Islands,MHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Middle income,MIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,25567700000000
"Macedonia, FYR",MKD,GDP at market prices (current US$),NY.GDP.MKTP.CD,10086021261
Mali,MLI,GDP at market prices (current US$),NY.GDP.MKTP.CD,13100263697
Malta,MLT,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Myanmar,MMR,GDP at market prices (current US$),NY.GDP.MKTP.CD,64865515159
Middle East & North Africa (excluding high income),MNA,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Montenegro,MNE,GDP at market prices (current US$),NY.GDP.MKTP.CD,3992640233
Mongolia,MNG,GDP at market prices (current US$),NY.GDP.MKTP.CD,11757940909
Northern Mariana Islands,MNP,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Mozambique,MOZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,14688606238
Mauritania,MRT,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Mauritius,MUS,GDP at market prices (current US$),NY.GDP.MKTP.CD,11510952257
Malawi,MWI,GDP at market prices (current US$),NY.GDP.MKTP.CD,6565382259
Malaysia,MYS,GDP at market prices (current US$),NY.GDP.MKTP.CD,296218000000
North America,NAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,19503400000000
Namibia,NAM,GDP at market prices (current US$),NY.GDP.MKTP.CD,11546088223
New Caledonia,NCL,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Niger,NER,GDP at market prices (current US$),NY.GDP.MKTP.CD,7142951342
Nigeria,NGA,GDP at market prices (current US$),NY.GDP.MKTP.CD,481066000000
Nicaragua,NIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,12692562187
Netherlands,NLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,752547000000
Norway,NOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,388315000000
Nepal,NPL,GDP at market prices (current US$),NY.GDP.MKTP.CD,20880545907
Nauru,NRU,GDP at market prices (current US$),NY.GDP.MKTP.CD,
New Zealand,NZL,GDP at market prices (current US$),NY.GDP.MKTP.CD,173754000000
OECD members,OED,GDP at market prices (current US$),NY.GDP.MKTP.CD,45838000000000
Oman,OMN,GDP at market prices (current US$),NY.GDP.MKTP.CD,70254876463
Other small states,OSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,368046000000
Pakistan,PAK,GDP at market prices (current US$),NY.GDP.MKTP.CD,269971000000
Panama,PAN,GDP at market prices (current US$),NY.GDP.MKTP.CD,52132289700
Peru,PER,GDP at market prices (current US$),NY.GDP.MKTP.CD,192084000000
Philippines,PHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,291965000000
Palau,PLW,GDP at market prices (current US$),NY.GDP.MKTP.CD,287400000
Papua New Guinea,PNG,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Poland,POL,GDP at market prices (current US$),NY.GDP.MKTP.CD,474783000000
Pre-demographic dividend,PRE,GDP at market prices (current US$),NY.GDP.MKTP.CD,1266920000000
Puerto Rico,PRI,GDP at market prices (current US$),NY.GDP.MKTP.CD,
"Korea, Dem. Peoples Rep.",PRK,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Portugal,PRT,GDP at market prices (current US$),NY.GDP.MKTP.CD,198931000000
Paraguay,PRY,GDP at market prices (current US$),NY.GDP.MKTP.CD,27622778722
Pacific island small states,PSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,8625970093
Post-demographic dividend,PST,GDP at market prices (current US$),NY.GDP.MKTP.CD,43638400000000
French Polynesia,PYF,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Qatar,QAT,GDP at market prices (current US$),NY.GDP.MKTP.CD,166908000000
Romania,ROU,GDP at market prices (current US$),NY.GDP.MKTP.CD,177954000000
Russian Federation,RUS,GDP at market prices (current US$),NY.GDP.MKTP.CD,1326020000000
Rwanda,RWA,GDP at market prices (current US$),NY.GDP.MKTP.CD,8095980014
South Asia,SAS,GDP at market prices (current US$),NY.GDP.MKTP.CD,2666090000000
Saudi Arabia,SAU,GDP at market prices (current US$),NY.GDP.MKTP.CD,646002000000
Sudan,SDN,GDP at market prices (current US$),NY.GDP.MKTP.CD,84066770983
Senegal,SEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,13779570706
Singapore,SGP,GDP at market prices (current US$),NY.GDP.MKTP.CD,292739000000
Solomon Islands,SLB,GDP at market prices (current US$),NY.GDP.MKTP.CD,1156834751
Sierra Leone,SLE,GDP at market prices (current US$),NY.GDP.MKTP.CD,4474689706
El Salvador,SLV,GDP at market prices (current US$),NY.GDP.MKTP.CD,25850200000
San Marino,SMR,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Somalia,SOM,GDP at market prices (current US$),NY.GDP.MKTP.CD,5953000000
Serbia,SRB,GDP at market prices (current US$),NY.GDP.MKTP.CD,36513027128
Sub-Saharan Africa (excluding high income),SSA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1571430000000
South Sudan,SSD,GDP at market prices (current US$),NY.GDP.MKTP.CD,9015221096
Sub-Saharan Africa,SSF,GDP at market prices (current US$),NY.GDP.MKTP.CD,1572870000000
Small states,SST,GDP at market prices (current US$),NY.GDP.MKTP.CD,447702000000
Sao Tome and Principe,STP,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Suriname,SUR,GDP at market prices (current US$),NY.GDP.MKTP.CD,4877888604
Slovak Republic,SVK,GDP at market prices (current US$),NY.GDP.MKTP.CD,86581789952
Slovenia,SVN,GDP at market prices (current US$),NY.GDP.MKTP.CD,42746980843
Sweden,SWE,GDP at market prices (current US$),NY.GDP.MKTP.CD,492618000000
Swaziland,SWZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,4060072444
Sint Maarten (Dutch part),SXM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Seychelles,SYC,GDP at market prices (current US$),NY.GDP.MKTP.CD,1437722206
Syrian Arab Republic,SYR,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Turks and Caicos Islands,TCA,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Chad,TCD,GDP at market prices (current US$),NY.GDP.MKTP.CD,10888798114
East Asia & Pacific (IDA & IBRD countries),TEA,GDP at market prices (current US$),NY.GDP.MKTP.CD,13042500000000
Europe & Central Asia (IDA & IBRD countries),TEC,GDP at market prices (current US$),NY.GDP.MKTP.CD,3411290000000
Togo,TGO,GDP at market prices (current US$),NY.GDP.MKTP.CD,4002723817
Thailand,THA,GDP at market prices (current US$),NY.GDP.MKTP.CD,395282000000
Tajikistan,TJK,GDP at market prices (current US$),NY.GDP.MKTP.CD,7853450374
Turkmenistan,TKM,GDP at market prices (current US$),NY.GDP.MKTP.CD,37334232257
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP at market prices (current US$),NY.GDP.MKTP.CD,4970640000000
Middle East & North Africa (IDA & IBRD countries),TMN,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Timor-Leste,TLS,GDP at market prices (current US$),NY.GDP.MKTP.CD,1412377919
Tonga,TON,GDP at market prices (current US$),NY.GDP.MKTP.CD,
South Asia (IDA & IBRD),TSA,GDP at market prices (current US$),NY.GDP.MKTP.CD,2666090000000
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,1572870000000
Trinidad and Tobago,TTO,GDP at market prices (current US$),NY.GDP.MKTP.CD,27805745961
Tunisia,TUN,GDP at market prices (current US$),NY.GDP.MKTP.CD,43015089723
Turkey,TUR,GDP at market prices (current US$),NY.GDP.MKTP.CD,718221000000
Tuvalu,TUV,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Tanzania,TZA,GDP at market prices (current US$),NY.GDP.MKTP.CD,44895392077
Uganda,UGA,GDP at market prices (current US$),NY.GDP.MKTP.CD,26369242278
Ukraine,UKR,GDP at market prices (current US$),NY.GDP.MKTP.CD,90615023324
Upper middle income,UMC,GDP at market prices (current US$),NY.GDP.MKTP.CD,19732900000000
Uruguay,URY,GDP at market prices (current US$),NY.GDP.MKTP.CD,53442697568
United States,USA,GDP at market prices (current US$),NY.GDP.MKTP.CD,17947000000000
Uzbekistan,UZB,GDP at market prices (current US$),NY.GDP.MKTP.CD,66732801393
St. Vincent and the Grenadines,VCT,GDP at market prices (current US$),NY.GDP.MKTP.CD,751373263
"Venezuela, RB",VEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,
British Virgin Islands,VGB,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Virgin Islands (U.S.),VIR,GDP at market prices (current US$),NY.GDP.MKTP.CD,
Vietnam,VNM,GDP at market prices (current US$),NY.GDP.MKTP.CD,193599000000
Vanuatu,VUT,GDP at market prices (current US$),NY.GDP.MKTP.CD,
West Bank and Gaza,PSE,GDP at market prices (current US$),NY.GDP.MKTP.CD,12677400000
World,WLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,73433600000000
Samoa,WSM,GDP at market prices (current US$),NY.GDP.MKTP.CD,761037916.4
"Yemen, Rep.",YEM,GDP at market prices (current US$),NY.GDP.MKTP.CD,
South Africa,ZAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,312798000000
"Congo, Dem. Rep.",COD,GDP at market prices (current US$),NY.GDP.MKTP.CD,35237742278
Zambia,ZMB,GDP at market prices (current US$),NY.GDP.MKTP.CD,22063852463
Zimbabwe,ZWE,GDP at market prices (current US$),NY.GDP.MKTP.CD,13892940504
