OBS#,CHK_ACCT,duration,history,new_car,used_car,furniture,radio/tv,education,retraining,amount,SAV_ACCT,employment,install_rate,MALE_DIV,male_single,MALE_MAR_or_WID,CO-APPLICANT,guarantor,present_resident,real_estate,PROP_UNKN_NONE,age,other_install,rent,OWN_RES,num_credits,job,num_dependents,telephone,foreign,response
800,1,9,2,1,0,0,0,0,0,1549,4,1,4,0,1,0,0,0,2,1,0,35,0,0,1,1,0,1,0,0,1
801,3,24,4,0,0,0,0,1,0,1597,0,4,4,0,1,0,0,0,4,0,1,54,0,0,0,2,2,2,0,0,1
802,1,18,4,0,0,0,1,0,0,1795,0,4,3,0,0,0,0,1,4,1,0,48,1,1,0,2,1,1,1,0,1
803,0,20,4,0,0,1,0,0,0,4272,0,4,1,0,0,0,0,0,4,0,0,24,0,0,1,2,2,1,0,0,1
804,3,12,4,0,0,0,1,0,0,976,4,4,4,0,1,0,0,0,4,0,0,35,0,0,1,2,2,1,0,0,1
805,1,12,2,1,0,0,0,0,0,7472,4,0,1,0,0,0,0,0,2,1,0,24,0,1,0,1,0,1,0,0,1
806,0,36,2,1,0,0,0,0,0,9271,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,1,0,0
807,1,6,2,0,0,0,1,0,0,590,0,1,3,0,0,1,0,0,3,1,0,26,0,0,1,1,1,1,0,1,1
808,3,12,4,0,0,0,1,0,0,930,4,4,4,0,1,0,0,0,4,1,0,65,0,0,1,4,2,1,0,0,1
809,1,42,1,0,1,0,0,0,0,9283,0,0,1,0,1,0,0,0,2,0,1,55,1,0,0,1,3,1,1,0,1
810,1,15,0,1,0,0,0,0,0,1778,0,1,2,0,0,0,0,0,1,1,0,26,0,1,0,2,0,1,0,0,0
811,1,8,2,0,0,0,0,0,1,907,0,1,3,0,0,1,0,0,2,1,0,26,0,0,1,1,2,1,1,0,1
812,1,6,2,0,0,0,1,0,0,484,0,3,3,0,0,1,0,1,3,1,0,28,1,0,1,1,1,1,0,0,1
813,0,36,4,0,1,0,0,0,0,9629,0,3,4,0,1,0,0,0,4,0,0,24,0,0,1,2,2,1,1,0,0
814,0,48,2,0,0,0,0,0,0,3051,0,2,3,0,1,0,0,0,4,0,0,54,0,0,1,1,2,1,0,0,0
815,0,48,2,1,0,0,0,0,0,3931,0,3,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,2,0,0,0
816,1,36,3,1,0,0,0,0,0,7432,0,2,2,0,0,0,0,0,2,0,0,54,0,1,0,1,2,1,0,0,1
817,3,6,2,0,0,0,0,0,0,1338,2,2,1,1,0,0,0,0,4,1,0,62,0,0,1,1,2,1,0,0,1
818,3,6,4,0,0,0,1,0,0,1554,0,3,1,0,0,0,0,0,2,0,0,24,0,1,0,2,2,1,1,0,1
819,0,36,2,0,0,0,0,0,0,15857,0,0,2,1,0,0,1,0,3,0,0,43,0,0,1,1,3,1,0,0,1
820,0,18,2,0,0,0,1,0,0,1345,0,2,4,0,0,1,0,0,3,1,0,26,1,0,1,1,2,1,0,0,0
821,3,12,2,1,0,0,0,0,0,1101,0,2,3,0,0,1,0,0,2,1,0,27,0,0,1,2,2,1,1,0,1
822,2,12,2,0,0,0,1,0,0,3016,0,2,3,0,0,1,0,0,1,0,0,24,0,0,1,1,2,1,0,0,1
823,0,36,2,0,0,1,0,0,0,2712,0,4,2,0,1,0,0,0,2,0,0,41,1,0,1,1,2,2,0,0,0
824,0,8,4,1,0,0,0,0,0,731,0,4,4,0,1,0,0,0,4,1,0,47,0,0,1,2,1,1,0,0,1
825,3,18,4,0,0,1,0,0,0,3780,0,1,3,1,0,0,0,0,2,0,0,35,0,0,1,2,3,1,1,0,1
826,0,21,4,1,0,0,0,0,0,1602,0,4,4,0,0,1,0,0,3,0,0,30,0,0,1,2,2,1,1,0,1
827,0,18,4,1,0,0,0,0,0,3966,0,4,1,0,0,0,0,0,4,1,0,33,1,1,0,3,2,1,1,0,0
828,3,18,0,0,0,0,0,0,1,4165,0,2,2,0,1,0,0,0,2,0,0,36,1,0,1,2,2,2,0,0,0
829,0,36,2,0,1,0,0,0,0,8335,4,4,3,0,1,0,0,0,4,0,1,47,0,0,0,1,2,1,0,0,0
830,1,48,3,0,0,0,0,0,1,6681,4,2,4,0,1,0,0,0,4,0,1,38,0,0,0,1,2,2,1,0,1
831,3,24,3,0,0,0,0,0,1,2375,2,2,4,0,1,0,0,0,2,0,0,44,0,0,1,2,2,2,1,0,1
832,0,18,2,1,0,0,0,0,0,1216,0,1,4,0,0,0,0,0,3,0,0,23,0,1,0,1,2,1,1,0,0
833,0,45,0,0,0,0,0,0,1,11816,0,4,2,0,1,0,0,0,4,0,0,29,0,1,0,2,2,1,0,0,0
834,1,24,2,0,0,0,1,0,0,5084,4,4,2,0,0,0,0,0,4,0,0,42,0,0,1,1,2,1,1,0,1
835,2,15,2,0,0,0,1,0,0,2327,0,1,2,0,0,0,0,0,3,1,0,25,0,0,1,1,1,1,0,0,0
836,0,12,0,1,0,0,0,0,0,1082,0,2,4,0,1,0,0,0,4,0,0,48,1,0,1,2,2,1,0,0,0
837,3,12,2,0,0,0,1,0,0,886,4,2,4,0,0,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
838,3,4,2,0,0,1,0,0,0,601,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,1,1,2,0,0,1
839,0,24,4,0,1,0,0,0,0,2957,0,4,4,0,1,0,0,0,4,0,0,63,0,0,1,2,2,1,1,0,1
840,3,24,4,0,0,0,1,0,0,2611,0,4,4,0,0,1,1,0,3,1,0,46,0,0,1,2,2,1,0,0,1
841,0,36,2,0,0,1,0,0,0,5179,0,3,4,0,1,0,0,0,2,0,0,29,0,0,1,1,2,1,0,0,0
842,3,21,3,0,1,0,0,0,0,2993,0,2,3,0,1,0,0,0,2,1,0,28,1,0,1,2,1,1,0,0,1
843,3,18,2,0,0,0,0,0,0,1943,0,1,4,0,0,0,0,0,4,1,0,23,0,0,1,1,2,1,0,0,0
844,3,24,1,0,0,0,0,0,1,1559,0,3,4,0,1,0,0,0,4,0,0,50,1,0,1,1,2,1,1,0,1
845,3,18,2,0,0,1,0,0,0,3422,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0,1
846,1,21,2,0,0,1,0,0,0,3976,4,3,2,0,1,0,0,0,3,0,0,35,0,0,1,1,2,1,1,0,1
847,3,18,2,1,0,0,0,0,0,6761,4,2,2,0,1,0,0,0,4,0,0,68,0,1,0,2,2,1,0,0,0
848,3,24,2,1,0,0,0,0,0,1249,0,1,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0,1
849,0,9,2,0,0,0,1,0,0,1364,0,3,3,0,1,0,0,0,4,1,0,59,0,0,1,1,2,1,0,0,1
850,0,12,2,0,0,0,1,0,0,709,0,4,4,0,1,0,0,0,4,1,0,57,1,0,1,1,1,1,0,0,0
851,0,20,4,1,0,0,0,0,0,2235,0,2,4,0,0,1,0,1,2,0,0,33,1,1,0,2,2,1,0,1,0
852,3,24,4,0,1,0,0,0,0,4042,4,3,3,0,1,0,0,0,4,0,0,43,0,0,1,2,2,1,1,0,1
853,3,15,4,0,0,0,1,0,0,1471,0,2,4,0,1,0,0,0,4,0,1,35,0,0,0,2,2,1,1,0,1
854,0,18,1,1,0,0,0,0,0,1442,0,3,4,0,1,0,0,0,4,0,1,32,0,0,0,2,1,2,0,0,0
855,3,36,3,1,0,0,0,0,0,10875,0,4,2,0,1,0,0,0,2,0,0,45,0,0,1,2,2,2,1,0,1
856,3,24,2,1,0,0,0,0,0,1474,1,1,4,0,0,1,0,0,3,1,0,33,0,0,1,1,2,1,1,0,1
857,3,10,2,0,0,0,0,0,0,894,4,3,4,0,0,0,0,0,3,0,0,40,0,0,1,1,2,1,1,0,1
858,3,15,4,0,0,1,0,0,0,3343,0,2,4,0,1,0,0,0,2,0,1,28,0,0,0,1,2,1,1,0,1
859,0,15,2,1,0,0,0,0,0,3959,0,2,3,0,0,0,0,0,2,0,0,29,0,0,1,1,2,1,1,0,0
860,3,9,2,1,0,0,0,0,0,3577,1,2,1,0,1,0,0,1,2,1,0,26,0,1,0,1,2,2,0,1,1
861,3,24,4,0,1,0,0,0,0,5804,3,2,4,0,1,0,0,0,2,1,0,27,0,0,1,2,2,1,0,0,1
862,3,18,3,0,0,0,0,0,1,2169,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,1,0,0
863,0,24,2,0,0,0,1,0,0,2439,0,1,4,0,0,0,0,0,4,1,0,35,0,0,1,1,2,1,1,0,0
864,3,27,4,0,0,1,0,0,0,4526,3,1,4,0,1,0,0,0,2,1,0,32,1,0,1,2,1,2,1,0,1
865,3,10,2,0,0,1,0,0,0,2210,0,2,2,0,1,0,0,0,2,1,0,25,1,1,0,1,1,1,0,0,0
866,3,15,2,0,0,1,0,0,0,2221,2,2,2,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0,1
867,0,18,2,0,0,0,1,0,0,2389,0,1,4,0,0,0,0,0,1,0,0,27,1,0,1,1,2,1,0,0,1
868,3,12,4,0,0,1,0,0,0,3331,0,4,2,0,1,0,0,0,4,0,0,42,1,0,1,1,2,1,0,0,1
869,3,36,2,0,0,0,0,0,1,7409,4,4,3,0,1,0,0,0,2,0,0,37,0,0,1,2,2,1,0,0,1
870,0,12,2,0,0,1,0,0,0,652,0,4,4,0,0,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,1
871,3,36,3,0,0,1,0,0,0,7678,2,3,2,0,0,0,0,0,4,0,0,40,0,0,1,2,2,1,1,0,1
872,2,6,4,1,0,0,0,0,0,1343,0,4,1,0,1,0,0,0,4,1,0,46,0,0,1,2,2,2,0,1,1
873,0,24,4,0,0,0,0,0,1,1382,1,3,4,0,1,0,0,0,1,1,0,26,0,0,1,2,2,1,1,0,1
874,3,15,2,0,0,0,0,0,0,874,4,1,4,0,0,0,0,0,1,1,0,24,0,0,1,1,2,1,0,0,1
875,0,12,2,0,0,1,0,0,0,3590,0,2,2,0,1,0,1,0,2,0,0,29,0,0,1,1,1,2,0,0,1
876,1,11,4,1,0,0,0,0,0,1322,3,2,4,0,0,0,0,0,4,0,0,40,0,0,1,2,2,1,0,0,1
877,0,18,1,0,0,0,1,0,0,1940,0,1,3,0,1,0,1,0,4,0,1,36,1,0,0,1,3,1,1,0,1
878,3,36,2,0,0,0,1,0,0,3595,0,4,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
879,0,9,2,1,0,0,0,0,0,1422,0,1,3,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,1,0,0
880,3,30,4,0,0,0,1,0,0,6742,4,3,2,0,1,0,0,0,3,0,0,36,0,0,1,2,2,1,0,0,1
881,3,24,2,0,1,0,0,0,0,7814,0,3,3,0,1,0,0,0,3,0,0,38,0,0,1,1,3,1,1,0,1
882,3,24,2,0,1,0,0,0,0,9277,4,2,2,1,0,0,0,0,4,0,1,48,0,0,0,1,2,1,1,0,1
883,1,30,4,1,0,0,0,0,0,2181,4,4,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,0,0,1
884,3,18,4,0,0,0,1,0,0,1098,0,0,4,0,0,0,0,0,4,0,0,65,0,0,1,2,0,1,0,0,1
885,1,24,2,0,0,1,0,0,0,4057,0,3,3,1,0,0,0,0,3,0,0,43,0,0,1,1,2,1,1,0,0
886,0,12,2,0,0,0,0,1,0,795,0,1,4,0,0,0,0,0,4,0,0,53,0,0,1,1,2,1,0,0,0
887,1,24,4,0,0,0,0,0,1,2825,4,3,4,0,1,0,0,0,3,0,1,34,0,0,1,2,2,2,1,0,1
888,1,48,2,0,0,0,0,0,1,15672,0,2,2,0,1,0,0,0,2,0,0,23,0,0,1,1,2,1,1,0,0
889,3,36,4,1,0,0,0,0,0,6614,0,4,4,0,1,0,0,0,4,0,0,34,0,0,1,2,3,1,1,0,1
890,3,28,1,0,1,0,0,0,0,7824,4,1,3,0,1,0,0,1,4,1,0,40,1,1,0,2,2,2,1,0,1
891,0,27,4,0,0,0,0,0,1,2442,0,4,4,0,1,0,0,0,4,0,0,43,1,0,1,4,3,2,1,0,1
892,3,15,4,0,0,0,1,0,0,1829,0,4,4,0,1,0,0,0,4,0,0,46,0,0,1,2,2,1,1,0,1
893,0,12,4,1,0,0,0,0,0,2171,0,2,4,0,1,0,0,0,4,0,0,38,1,0,1,2,1,1,0,1,1
894,1,36,4,0,1,0,0,0,0,5800,0,2,3,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,1,0,1
895,3,18,4,0,0,0,1,0,0,1169,4,2,4,0,1,0,0,0,3,0,0,29,0,0,1,2,2,1,1,0,1
896,3,36,3,0,1,0,0,0,0,8947,4,3,3,0,1,0,0,0,2,0,0,31,1,0,1,1,3,2,1,0,1
897,0,21,2,0,0,0,1,0,0,2606,0,1,4,0,0,0,0,0,4,0,0,28,0,1,0,1,3,1,1,0,1
898,3,12,4,0,0,1,0,0,0,1592,3,3,3,0,0,0,0,0,2,0,0,35,0,0,1,1,2,1,0,1,1
899,3,15,2,0,0,1,0,0,0,2186,4,3,1,0,0,0,0,0,4,1,0,33,1,1,0,1,1,1,0,0,1
900,0,18,2,0,0,1,0,0,0,4153,0,2,2,0,1,0,1,0,3,0,0,42,0,0,1,1,2,1,0,0,0
901,0,16,4,1,0,0,0,0,0,2625,0,4,2,0,1,0,0,1,4,0,0,43,1,1,0,1,2,1,1,0,0
902,3,20,4,1,0,0,0,0,0,3485,4,1,2,1,0,0,0,0,4,1,0,44,0,0,1,2,2,1,1,0,1
903,3,36,4,0,1,0,0,0,0,10477,4,4,2,0,1,0,0,0,4,0,1,42,0,0,0,2,2,1,0,0,1
904,3,15,2,0,0,0,1,0,0,1386,4,2,4,0,0,1,0,0,2,1,0,40,0,1,0,1,2,1,1,0,1
905,3,24,2,0,0,0,1,0,0,1278,0,4,4,0,1,0,0,0,1,1,0,36,0,0,1,1,3,1,1,0,1
906,0,12,2,0,0,0,1,0,0,1107,0,2,2,0,1,0,0,0,2,1,0,20,0,1,0,1,3,2,1,0,1
907,0,21,2,1,0,0,0,0,0,3763,4,3,2,0,1,0,1,0,2,1,0,24,0,0,1,1,1,1,0,1,1
908,1,36,2,0,0,0,0,1,0,3711,4,2,2,0,0,1,0,0,2,0,0,27,0,0,1,1,2,1,0,0,1
909,3,15,3,0,1,0,0,0,0,3594,0,1,1,0,0,0,0,0,2,0,0,46,0,0,1,2,1,1,0,0,1
910,1,9,2,1,0,0,0,0,0,3195,4,2,1,0,0,0,0,0,2,1,0,33,0,0,1,1,1,1,0,0,1
911,3,36,3,0,0,0,1,0,0,4454,0,2,4,0,0,0,0,0,4,1,0,34,0,0,1,2,2,1,0,0,1
912,1,24,4,0,0,1,0,0,0,4736,0,1,2,0,0,0,0,0,4,0,0,25,1,0,1,1,1,1,0,0,0
913,1,30,2,0,0,0,1,0,0,2991,4,4,2,0,0,0,0,0,4,0,0,25,0,0,1,1,2,1,0,0,1
914,3,11,2,0,0,0,0,0,1,2142,3,4,1,1,0,0,0,0,2,1,0,28,0,0,1,1,2,1,1,0,1
915,0,24,1,0,0,0,0,0,1,3161,0,2,4,0,1,0,0,0,2,0,0,31,0,1,0,1,2,1,1,0,0
916,1,48,0,0,0,0,0,0,0,18424,0,2,1,0,0,0,0,0,2,0,0,32,1,0,1,1,3,1,1,1,0
917,3,10,2,0,1,0,0,0,0,2848,1,2,1,0,1,0,1,0,2,1,0,32,0,0,1,1,2,2,0,0,1
918,0,6,2,1,0,0,0,0,0,14896,0,4,1,0,1,0,0,0,4,0,1,68,1,0,1,1,3,1,1,0,0
919,0,24,2,0,0,1,0,0,0,2359,1,0,1,1,0,0,0,0,1,0,0,33,0,0,1,1,2,1,0,0,0
920,0,24,2,0,0,1,0,0,0,3345,0,4,4,0,1,0,0,0,2,0,0,39,0,1,0,1,3,1,1,0,0
921,3,18,4,0,0,1,0,0,0,1817,0,2,4,0,0,0,0,0,2,0,1,28,0,0,1,2,2,1,0,0,1
922,3,48,3,0,0,0,1,0,0,12749,2,3,4,0,1,0,0,0,1,0,0,37,0,0,1,1,3,1,1,0,1
923,0,9,2,0,0,0,1,0,0,1366,0,1,3,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,0
924,1,12,2,1,0,0,0,0,0,2002,0,3,3,0,1,0,0,0,4,0,0,30,0,1,0,1,2,2,1,0,1
925,0,24,1,0,0,1,0,0,0,6872,0,1,2,1,0,0,0,0,1,0,0,55,1,0,1,1,2,1,1,0,0
926,0,12,1,1,0,0,0,0,0,697,0,1,4,0,1,0,0,0,2,0,0,46,1,0,1,2,2,1,1,0,0
927,0,18,4,0,0,1,0,0,0,1049,0,1,4,0,0,0,0,0,4,0,0,21,0,1,0,1,2,1,0,0,1
928,0,48,2,0,1,0,0,0,0,10297,0,3,4,0,1,0,0,0,4,0,1,39,1,0,0,3,2,2,1,0,0
929,3,30,2,0,0,0,1,0,0,1867,4,4,4,0,1,0,0,0,4,0,0,58,0,0,1,1,2,1,1,0,1
930,0,12,3,1,0,0,0,0,0,1344,0,2,4,0,1,0,0,0,2,1,0,43,0,0,1,2,1,2,0,0,1
931,0,24,2,0,0,1,0,0,0,1747,0,1,4,0,1,0,1,0,1,0,0,24,0,0,1,1,1,1,0,1,1
932,1,9,2,0,0,0,1,0,0,1670,0,1,4,0,0,0,0,0,2,0,0,22,0,0,1,1,2,1,1,0,0
933,3,9,4,1,0,0,0,0,0,1224,0,2,3,0,1,0,0,0,1,1,0,30,0,0,1,2,2,1,0,0,1
934,3,12,4,0,0,0,1,0,0,522,2,4,4,0,1,0,0,0,4,0,0,42,0,0,1,2,2,2,1,0,1
935,0,12,2,0,0,0,1,0,0,1498,0,2,4,0,0,0,0,0,1,0,0,23,1,0,1,1,2,1,0,0,1
936,1,30,3,0,0,0,1,0,0,1919,1,1,4,0,1,0,0,0,3,0,1,30,1,0,1,2,3,1,0,0,0
937,2,9,2,0,0,0,1,0,0,745,0,2,3,0,0,0,0,0,2,1,0,28,0,0,1,1,1,1,0,0,0
938,1,6,2,0,0,0,1,0,0,2063,0,1,4,0,0,1,0,0,3,0,0,30,0,1,0,1,3,1,1,0,1
939,1,60,2,0,0,0,0,1,0,6288,0,2,4,0,1,0,0,0,4,0,1,42,0,0,0,1,2,1,0,0,0
940,3,24,4,0,1,0,0,0,0,6842,4,2,2,0,1,0,0,0,4,0,0,46,0,0,1,2,3,2,1,0,1
941,3,12,2,1,0,0,0,0,0,3527,4,1,2,0,1,0,0,0,3,0,0,45,0,0,1,1,3,2,1,0,1
942,3,10,2,1,0,0,0,0,0,1546,0,2,3,0,1,0,0,0,2,1,0,31,0,0,1,1,1,2,0,1,1
943,3,24,2,0,0,1,0,0,0,929,4,3,4,0,1,0,0,0,2,0,0,31,1,0,1,1,2,1,1,0,1
944,3,4,4,1,0,0,0,0,0,1455,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,3,1,2,0,0,1
945,0,15,2,0,0,1,0,0,0,1845,0,1,4,0,0,0,0,1,1,0,0,46,0,1,0,1,2,1,0,0,1
946,1,48,0,1,0,0,0,0,0,8358,2,1,1,0,0,0,0,0,1,0,0,30,0,0,1,2,2,1,0,0,1
947,0,24,1,0,0,1,0,0,0,3349,2,1,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,2,1,0,0
948,3,12,2,1,0,0,0,0,0,2859,4,0,4,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0,1
949,3,18,2,0,0,1,0,0,0,1533,0,1,4,0,0,1,1,0,1,0,0,43,0,0,1,1,1,2,0,0,0
950,3,24,2,0,0,0,1,0,0,3621,1,4,2,0,1,0,0,0,4,0,0,31,0,0,1,2,2,1,0,0,0
951,1,18,4,0,0,0,0,0,1,3590,0,0,3,0,0,1,0,0,3,0,0,40,0,0,1,3,0,2,1,0,1
952,0,36,3,0,0,0,0,0,1,2145,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,2,2,1,1,0,0
953,1,24,2,0,1,0,0,0,0,4113,2,1,3,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,0
954,3,36,2,0,0,1,0,0,0,10974,0,0,4,0,0,0,0,0,2,0,0,26,0,0,1,2,3,1,1,0,0
955,0,12,2,1,0,0,0,0,0,1893,0,2,4,0,0,0,0,1,4,0,0,29,0,0,1,1,2,1,1,0,1
956,0,24,4,0,0,0,1,0,0,1231,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,3,1,1,0,1
957,2,30,4,0,0,0,1,0,0,3656,4,4,4,0,1,0,0,0,4,0,0,49,1,0,1,2,1,1,0,0,1
958,1,9,4,0,0,0,1,0,0,1154,0,4,2,0,1,0,0,0,4,1,0,37,0,0,1,3,1,1,0,0,1
959,0,28,2,1,0,0,0,0,0,4006,0,2,3,0,1,0,0,0,2,0,0,45,0,0,1,1,1,1,0,0,0
960,1,24,2,0,0,1,0,0,0,3069,1,4,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,1,0,0,1
961,3,6,4,0,0,0,1,0,0,1740,0,4,2,0,0,1,0,0,2,1,0,30,0,1,0,2,2,1,0,0,1
962,1,21,3,1,0,0,0,0,0,2353,0,2,1,1,0,0,0,0,4,0,0,47,0,0,1,2,2,1,0,0,1
963,3,15,2,1,0,0,0,0,0,3556,4,2,3,0,1,0,0,0,2,0,1,29,0,0,1,1,2,1,0,0,1
964,3,24,2,0,0,0,1,0,0,2397,2,4,3,0,1,0,0,0,2,0,0,35,1,0,1,2,2,1,1,0,0
965,1,6,2,0,0,0,0,0,0,454,0,1,3,0,0,1,0,0,1,0,0,22,0,0,1,1,1,1,0,0,1
966,1,30,2,0,0,0,1,0,0,1715,4,2,4,0,0,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1
967,1,27,4,0,0,0,1,0,0,2520,2,2,4,0,1,0,0,0,2,0,0,23,0,0,1,2,1,1,0,0,0
968,3,15,2,0,0,0,1,0,0,3568,0,4,4,0,0,0,0,0,2,0,0,54,1,1,0,1,3,1,1,0,1
969,3,42,2,0,0,0,1,0,0,7166,4,3,2,0,0,1,0,0,4,0,0,29,0,1,0,1,2,1,1,0,1
970,0,11,4,1,0,0,0,0,0,3939,0,2,1,0,1,0,0,0,2,1,0,40,0,0,1,2,1,2,0,0,1
971,1,15,2,0,0,0,0,0,0,1514,1,2,4,0,1,0,0,1,2,1,0,22,0,0,1,1,2,1,0,0,1
972,3,24,2,1,0,0,0,0,0,7393,0,2,1,0,1,0,0,0,4,0,0,43,0,0,1,1,1,2,0,0,1
973,0,24,1,1,0,0,0,0,0,1193,0,0,1,0,0,0,1,0,4,0,1,29,0,1,0,2,0,1,0,0,0
974,0,60,2,0,0,0,0,0,1,7297,0,4,4,0,1,0,1,0,4,0,1,36,0,1,0,1,2,1,0,0,0
975,3,30,4,0,0,0,1,0,0,2831,0,2,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,1
976,2,24,2,0,0,0,1,0,0,1258,2,2,3,0,0,0,0,0,3,0,0,57,0,0,1,1,1,1,0,0,1
977,1,6,2,0,0,0,1,0,0,753,0,2,2,0,0,0,0,1,3,1,0,64,0,0,1,1,2,1,0,0,1
978,1,18,3,0,0,0,0,0,1,2427,4,4,4,0,1,0,0,0,2,0,0,42,0,0,1,2,2,1,0,0,1
979,3,24,3,1,0,0,0,0,0,2538,0,4,4,0,1,0,0,0,4,0,0,47,0,0,1,2,1,2,0,0,0
980,1,15,1,1,0,0,0,0,0,1264,1,2,2,0,0,1,0,0,2,0,0,25,0,1,0,1,2,1,0,0,0
981,1,30,4,0,0,1,0,0,0,8386,0,3,2,0,1,0,0,0,2,0,0,49,0,0,1,1,2,1,0,0,0
982,3,48,2,0,0,0,0,0,1,4844,0,0,3,0,1,0,0,0,2,0,0,33,1,1,0,1,3,1,1,0,0
983,2,21,2,1,0,0,0,0,0,2923,1,2,1,0,0,0,0,0,1,0,0,28,1,0,1,1,3,1,1,0,1
984,0,36,2,0,1,0,0,0,0,8229,0,2,2,0,1,0,0,0,2,0,0,26,0,0,1,1,2,2,0,0,0
985,3,24,4,0,0,1,0,0,0,2028,0,3,2,0,1,0,0,0,2,0,0,30,0,0,1,2,1,1,0,0,1
986,0,15,4,0,0,1,0,0,0,1433,0,2,4,0,0,0,0,0,3,0,0,25,0,1,0,2,2,1,0,0,1
987,2,42,0,0,0,0,0,0,1,6289,0,1,2,1,0,0,0,0,1,0,0,33,0,0,1,2,2,1,0,0,1
988,3,13,2,0,0,0,1,0,0,1409,1,0,2,0,0,0,0,0,4,1,0,64,0,0,1,1,2,1,0,0,1
989,0,24,2,0,1,0,0,0,0,6579,0,0,4,0,1,0,0,0,2,0,1,29,0,0,0,1,3,1,1,0,1
990,1,24,4,0,0,0,1,0,0,1743,0,4,4,0,1,0,0,0,2,0,0,48,0,0,1,2,1,1,0,0,1
991,3,12,4,0,0,0,0,1,0,3565,4,1,2,0,1,0,0,0,1,0,0,37,0,0,1,2,1,2,0,0,1
992,3,15,1,0,0,0,1,0,0,1569,1,4,4,0,1,0,0,0,4,0,0,34,1,0,1,1,1,2,0,0,1
993,0,18,2,0,0,0,1,0,0,1936,4,3,2,0,0,1,0,0,4,0,0,23,0,1,0,2,1,1,0,0,1
994,0,36,2,0,0,1,0,0,0,3959,0,0,4,0,1,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0,1
995,3,12,2,1,0,0,0,0,0,2390,4,4,4,0,1,0,0,0,3,0,0,50,0,0,1,1,2,1,1,0,1
996,3,12,2,0,0,1,0,0,0,1736,0,3,3,0,0,0,0,0,4,1,0,31,0,0,1,1,1,1,0,0,1
997,0,30,2,0,1,0,0,0,0,3857,0,2,4,1,0,0,0,0,4,0,0,40,0,0,1,1,3,1,1,0,1
998,3,12,2,0,0,0,1,0,0,804,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0,1
999,0,45,2,0,0,0,1,0,0,1845,0,2,4,0,1,0,0,0,4,0,1,23,0,0,0,1,2,1,1,0,0
1000,1,45,4,0,1,0,0,0,0,4576,1,0,3,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,0,0,1
